id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,dist_stop,ncult
2011400405,20140831.0,380000.0,5.0,1.75,1320.0,38125.0,1.0,0.0,0.0,4.0,7.0,1120.0,200.0,1947.0,0.0,98198.0,47.3937,-122.323,2360.0,15070.0,220.0,3.0
3574801490,20140609.0,385000.0,3.0,1.75,1230.0,7500.0,1.0,0.0,0.0,3.0,7.0,1230.0,0.0,1987.0,0.0,98034.0,47.7316,-122.224,1930.0,8747.0,477.0,0.0
3438500430,20140521.0,270000.0,3.0,1.75,1390.0,10905.0,1.0,0.0,0.0,3.0,6.0,860.0,530.0,1957.0,0.0,98106.0,47.5517,-122.36,1390.0,10839.0,352.0,4.0
8085400490,20140801.0,1306000.0,5.0,2.5,2770.0,8100.0,2.0,0.0,0.0,3.0,9.0,2770.0,0.0,2002.0,0.0,98004.0,47.6341,-122.208,2070.0,8100.0,279.0,1.0
9359100500,20140527.0,1795000.0,4.0,3.25,4060.0,13000.0,2.0,0.0,3.0,3.0,11.0,4060.0,0.0,2000.0,0.0,98040.0,47.581,-122.246,3220.0,13800.0,256.0,0.0
6121000110,20140603.0,193000.0,3.0,1.5,1180.0,9048.0,1.0,0.0,0.0,3.0,7.0,1180.0,0.0,1960.0,0.0,98148.0,47.4327,-122.328,1460.0,8942.0,368.0,0.0
4054530210,20150218.0,896000.0,4.0,2.5,3560.0,46644.0,2.0,0.0,0.0,3.0,11.0,3560.0,0.0,1992.0,0.0,98077.0,47.7268,-122.05,3520.0,50261.0,2964.0,0.0
2254100090,20150407.0,887250.0,5.0,3.5,4320.0,7502.0,2.0,0.0,0.0,3.0,9.0,3500.0,820.0,2012.0,0.0,98056.0,47.5235,-122.168,3250.0,7538.0,589.0,0.0
7853220970,20140528.0,515000.0,4.0,2.5,2680.0,7178.0,2.0,0.0,0.0,3.0,8.0,2680.0,0.0,2004.0,0.0,98065.0,47.5325,-121.856,2540.0,7133.0,159.0,0.0
4299700095,20140516.0,254000.0,4.0,2.0,1510.0,4235.0,1.0,0.0,0.0,3.0,7.0,1510.0,0.0,1955.0,0.0,98108.0,47.54600000000001,-122.293,1510.0,4268.0,674.0,3.0
2856100935,20140923.0,1079000.0,5.0,3.5,3740.0,5610.0,2.0,0.0,0.0,3.0,9.0,2860.0,880.0,2014.0,0.0,98117.0,47.6764,-122.392,1520.0,4590.0,418.0,8.0
8021701115,20140826.0,549000.0,3.0,2.0,1560.0,5130.0,1.0,0.0,0.0,5.0,7.0,1150.0,410.0,1915.0,0.0,98103.0,47.6913,-122.333,1560.0,4500.0,351.0,2.0
7739100155,20140804.0,750000.0,5.0,1.75,2850.0,11860.0,1.0,0.0,0.0,3.0,9.0,2850.0,0.0,1951.0,0.0,98155.0,47.7503,-122.28,2640.0,11604.0,202.0,4.0
1422300030,20150401.0,415000.0,3.0,2.25,1510.0,36224.0,2.0,0.0,0.0,3.0,8.0,1510.0,0.0,1991.0,0.0,98045.0,47.4616,-121.711,1730.0,36224.0,2802.0,0.0
3550800040,20141114.0,223000.0,3.0,1.0,940.0,7980.0,1.0,0.0,0.0,3.0,6.0,940.0,0.0,1961.0,0.0,98146.0,47.5107,-122.345,1050.0,7980.0,97.0,1.0
9357000215,20150127.0,365000.0,3.0,1.0,1030.0,4700.0,1.0,0.0,0.0,3.0,7.0,1030.0,0.0,1952.0,0.0,98146.0,47.5118,-122.377,1030.0,4700.0,104.0,1.0
3448001411,20150220.0,286000.0,2.0,1.5,1010.0,825.0,3.0,0.0,0.0,3.0,7.0,1010.0,0.0,2007.0,0.0,98125.0,47.7124,-122.301,1128.0,1080.0,133.0,7.0
2767603026,20150415.0,425000.0,2.0,1.0,540.0,2500.0,1.0,0.0,0.0,3.0,5.0,540.0,0.0,1905.0,0.0,98107.0,47.6729,-122.383,1290.0,5000.0,429.0,28.0
3825311210,20140827.0,699000.0,3.0,2.5,2680.0,5497.0,2.0,0.0,0.0,3.0,9.0,2680.0,0.0,2001.0,0.0,98052.0,47.7043,-122.128,2780.0,5497.0,167.0,1.0
8924100430,20141224.0,500000.0,2.0,1.0,1440.0,7130.0,1.0,0.0,2.0,3.0,7.0,1210.0,230.0,1948.0,0.0,98115.0,47.6778,-122.267,1970.0,7130.0,196.0,6.0
2071700010,20141119.0,340000.0,3.0,2.25,2580.0,7434.0,1.0,0.0,0.0,3.0,7.0,1630.0,950.0,1963.0,0.0,98133.0,47.7446,-122.332,1920.0,7737.0,226.0,1.0
259600330,20150209.0,465000.0,4.0,2.0,1470.0,10291.0,1.0,0.0,0.0,4.0,7.0,1470.0,0.0,1963.0,0.0,98008.0,47.6316,-122.121,1460.0,9601.0,22.0,1.0
6908200021,20141028.0,769950.0,3.0,2.0,2190.0,5400.0,1.0,0.0,2.0,5.0,7.0,1260.0,930.0,1952.0,0.0,98107.0,47.6737,-122.4,2160.0,5400.0,164.0,4.0
4307301160,20140722.0,349000.0,4.0,2.5,2280.0,4096.0,2.0,0.0,0.0,3.0,7.0,2280.0,0.0,2003.0,0.0,98056.0,47.4834,-122.182,2280.0,3600.0,450.0,1.0
255400070,20140701.0,875000.0,5.0,3.5,3840.0,8279.0,2.0,0.0,0.0,3.0,9.0,3840.0,0.0,2001.0,0.0,98074.0,47.6039,-122.059,3570.0,8279.0,2313.0,1.0
9551201660,20140613.0,1030000.0,4.0,2.5,2750.0,4800.0,2.0,0.0,0.0,3.0,9.0,1960.0,790.0,1905.0,2005.0,98103.0,47.6709,-122.337,2400.0,5300.0,337.0,2.0
1797500600,20140825.0,850000.0,5.0,3.5,3150.0,4120.0,2.0,0.0,0.0,3.0,8.0,2460.0,690.0,1911.0,2007.0,98115.0,47.6754,-122.315,2080.0,4160.0,90.0,21.0
2622029072,20141001.0,520000.0,4.0,3.5,2734.0,210201.0,2.0,0.0,0.0,5.0,8.0,2734.0,0.0,1974.0,0.0,98070.0,47.3652,-122.504,2270.0,187308.0,3594.0,0.0
2564900020,20140924.0,465000.0,4.0,2.25,2100.0,7350.0,2.0,0.0,0.0,3.0,8.0,2100.0,0.0,1979.0,0.0,98033.0,47.7019,-122.171,1780.0,7350.0,441.0,1.0
7701961030,20150129.0,875000.0,4.0,2.5,3600.0,21794.0,2.0,0.0,0.0,4.0,11.0,3600.0,0.0,1990.0,0.0,98077.0,47.7121,-122.072,3410.0,19864.0,1565.0,0.0
521049227,20141201.0,950000.0,4.0,4.0,5635.0,9695.0,2.0,0.0,3.0,3.0,10.0,4360.0,1275.0,2011.0,0.0,98003.0,47.3389,-122.334,3726.0,9765.0,738.0,1.0
6430000280,20141216.0,453000.0,4.0,2.0,1880.0,5100.0,1.0,0.0,0.0,3.0,8.0,1880.0,0.0,1952.0,0.0,98103.0,47.6872,-122.349,1610.0,4590.0,371.0,32.0
4029400140,20141210.0,409950.0,5.0,2.25,1790.0,10300.0,1.0,0.0,0.0,3.0,7.0,1270.0,520.0,1961.0,0.0,98155.0,47.7718,-122.292,1790.0,10300.0,161.0,1.0
2927600630,20150416.0,995000.0,4.0,3.5,2780.0,9550.0,2.0,0.0,4.0,5.0,10.0,2530.0,250.0,1978.0,0.0,98166.0,47.45399999999999,-122.373,2724.0,10634.0,1327.0,0.0
3303000130,20150116.0,370000.0,3.0,2.25,1770.0,7667.0,1.0,0.0,0.0,3.0,8.0,1270.0,500.0,1966.0,0.0,98177.0,47.7724,-122.362,2180.0,8103.0,59.0,0.0
3388000040,20140819.0,260000.0,5.0,1.0,1600.0,7350.0,1.0,0.0,0.0,5.0,7.0,1600.0,0.0,1962.0,0.0,98031.0,47.3943,-122.196,1600.0,7725.0,450.0,0.0
8126300360,20140730.0,445000.0,3.0,2.25,1800.0,11200.0,1.0,0.0,0.0,3.0,8.0,1270.0,530.0,1979.0,0.0,98052.0,47.7072,-122.164,1940.0,11250.0,228.0,0.0
1862400522,20140822.0,449000.0,3.0,2.5,1810.0,1658.0,3.0,0.0,0.0,3.0,8.0,1810.0,0.0,1998.0,0.0,98117.0,47.6955,-122.376,1470.0,1585.0,85.0,3.0
